BHK,Size_in_SqFt,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Availability_Status,Bathrooms,Balcony,Population_Density,Mall_Distance_km,Crime_Index,Infra_Growth_Score,Amenity_Count,Floor_Ratio,State_Encoded,City_Encoded,Property_Type_Apartment,Property_Type_Independent House,Property_Type_Villa,Furnished_Status_Furnished,Furnished_Status_Semi-furnished,Furnished_Status_Unfurnished,Facing_East,Facing_North,Facing_South,Facing_West,Owner_Type_Broker,Owner_Type_Builder,Owner_Type_Owner
1,869,13,20,32,8,7,2,0,1,1,1,1,11297,3.6,6.5,6.5,2,0.65,4,30,0,0,1,0,1,0,0,0,1,0,0,1,0
4,1690,7,17,5,8,1,1,1,0,0,4,3,817,13.5,4.3,3.5,2,0.41,18,16,0,1,0,0,0,1,1,0,0,0,0,1,0
3,1439,9,11,30,3,9,3,1,0,0,3,2,20667,1.3,4.8,7.6,3,0.82,11,27,0,1,0,0,1,0,0,1,0,0,0,1,0
2,2215,0,29,34,2,3,2,1,0,0,2,2,380,10.6,3.4,3.5,2,0.0,1,36,0,1,0,1,0,0,0,0,1,0,0,0,1
3,1362,20,27,10,3,2,2,1,0,0,3,1,594,3.5,1.8,3.5,4,0.74,18,9,0,0,1,0,1,0,1,0,0,0,1,0,0
2,638,18,28,7,4,4,3,1,0,0,2,1,4378,4.9,4.8,6.4,5,0.64,8,2,0,0,1,0,0,1,1,0,0,0,0,0,1
2,4839,14,23,32,8,4,2,1,0,0,2,2,1815,11.0,2.8,5.6,3,0.61,17,24,0,0,1,1,0,0,0,1,0,0,0,1,0
4,4857,7,20,32,2,1,1,0,0,0,4,2,1100,4.7,5.0,1.7,2,0.35,19,10,0,0,1,1,0,0,1,0,0,0,0,0,1
5,4226,8,28,30,3,5,2,0,1,1,5,2,690,6.1,2.4,4.4,2,0.29,3,34,1,0,0,0,0,1,1,0,0,0,0,1,0
2,4343,20,24,33,5,1,1,0,0,1,2,2,18480,3.6,7.8,2.6,5,0.83,16,17,0,1,0,1,0,0,0,0,1,0,0,1,0
4,4066,21,30,2,8,10,1,0,1,0,4,3,3000,6.6,3.6,6.2,5,0.7,10,18,0,1,0,0,1,0,0,1,0,0,0,0,1
1,2206,2,16,24,10,6,1,1,1,0,1,1,1540,10.3,2.8,5.6,4,0.12,1,15,0,0,1,0,0,1,0,0,0,1,1,0,0
4,1418,26,29,8,6,9,2,1,1,1,4,3,690,4.9,1.9,6.5,3,0.9,3,34,1,0,0,0,1,0,1,0,0,0,0,1,0
3,1527,10,12,24,5,6,2,1,1,1,3,1,850,6.2,3.8,5.3,3,0.83,16,41,0,0,1,0,1,0,0,0,0,1,0,0,1
3,4173,15,29,7,8,4,1,1,1,1,3,2,594,7.3,3.4,4.4,2,0.52,18,9,0,1,0,0,1,0,0,1,0,0,0,0,1
4,4416,10,20,18,7,8,2,0,1,0,4,2,3800,9.3,3.4,6.5,1,0.5,6,14,0,0,1,1,0,0,1,0,0,0,0,0,1
5,4003,14,19,16,3,5,1,0,1,1,5,3,4378,0.8,6.8,3.2,1,0.74,8,2,0,1,0,0,0,1,1,0,0,0,0,1,0
5,4737,6,27,14,9,1,1,0,0,0,5,2,2100,13.9,3.9,3.8,4,0.22,12,8,1,0,0,0,0,1,0,0,1,0,0,0,1
4,1366,15,24,9,6,4,3,0,0,0,4,3,6900,4.1,6.0,7.0,1,0.62,14,19,0,0,1,0,1,0,0,0,1,0,1,0,0
5,1552,3,3,21,6,8,2,1,0,0,5,3,1803,13.5,2.8,6.2,3,1.0,2,32,0,1,0,1,0,0,0,0,1,0,0,1,0
4,3657,19,23,16,9,3,1,1,0,1,4,2,594,12.3,1.8,4.4,2,0.83,18,9,0,0,1,0,1,0,0,0,1,0,0,0,1
4,2611,19,27,30,4,2,2,0,0,1,4,2,24252,0.6,7.9,3.8,3,0.7,19,23,1,0,0,0,0,1,0,0,0,1,0,1,0
3,3579,19,29,33,2,4,2,0,1,1,3,2,3500,7.0,3.7,3.8,4,0.66,17,31,0,0,1,1,0,0,0,0,0,1,0,1,0
3,4418,5,8,27,4,1,2,1,1,1,3,1,2900,6.3,4.1,3.5,2,0.62,6,12,0,0,1,1,0,0,0,0,0,1,0,1,0
5,2864,10,25,32,4,7,3,1,0,0,5,2,18480,1.3,7.6,7.3,3,0.4,16,17,0,0,1,0,0,1,0,0,0,1,0,0,1
5,4684,7,25,5,8,6,2,0,0,1,5,2,2900,7.8,5.2,6.2,5,0.28,6,12,0,1,0,0,0,1,0,1,0,0,0,1,0
4,4424,2,20,27,7,7,1,0,0,0,4,3,1803,11.2,4.3,5.0,1,0.1,2,32,0,1,0,1,0,0,0,1,0,0,0,1,0
3,2177,6,27,17,2,5,1,1,1,1,3,1,1600,9.8,4.3,2.9,4,0.22,12,4,0,0,1,0,0,1,0,0,0,1,0,0,1
1,2024,0,26,31,5,8,1,1,0,1,1,1,3500,9.4,5.7,4.7,4,0.0,17,31,0,0,1,0,0,1,0,0,1,0,0,1,0
2,2310,11,21,32,5,2,3,1,1,1,2,2,430,4.6,3.6,6.1,4,0.52,0,40,0,1,0,0,1,0,1,0,0,0,0,1,0
3,907,21,29,4,8,8,2,1,1,0,3,1,3800,12.1,3.3,6.8,5,0.72,6,14,0,0,1,0,1,0,0,0,1,0,0,0,1
2,2885,1,28,27,6,2,3,1,0,0,2,2,855,13.4,1.9,6.4,4,0.04,10,3,1,0,0,1,0,0,0,1,0,0,1,0,0
4,4503,21,22,26,1,4,3,0,0,1,4,3,5798,12.9,5.6,5.5,2,0.95,9,22,1,0,0,0,0,1,0,1,0,0,0,0,1
2,1436,23,24,24,4,3,1,1,1,0,2,1,11297,3.6,7.8,2.9,3,0.96,4,30,1,0,0,1,0,0,1,0,0,0,0,0,1
2,3596,12,27,23,10,6,1,0,1,1,2,1,1200,9.8,4.2,5.6,1,0.44,7,20,0,1,0,0,1,0,0,0,1,0,0,0,1
2,3938,1,18,23,2,2,2,1,0,0,2,1,2000,14.9,4.8,3.2,4,0.06,15,7,0,1,0,0,0,1,0,1,0,0,1,0,0
1,4883,6,18,29,10,6,1,1,0,0,1,0,740,12.5,3.4,5.6,5,0.33,7,35,1,0,0,0,1,0,1,0,0,0,1,0,0
2,648,21,25,20,3,7,3,1,0,0,2,1,855,5.9,4.2,7.0,3,0.84,10,3,0,0,1,1,0,0,0,0,1,0,0,0,1
1,4005,1,14,33,2,10,1,0,1,1,1,0,2200,10.3,4.9,4.4,4,0.07,13,25,0,0,1,0,1,0,0,0,1,0,0,0,1
4,1440,23,30,25,3,2,1,0,1,1,4,2,1040,5.6,1.0,2.3,4,0.77,0,39,1,0,0,1,0,0,1,0,0,0,1,0,0
1,2051,9,17,16,8,1,3,0,1,1,1,0,13600,7.0,8.3,6.7,4,0.53,5,37,1,0,0,0,0,1,0,0,0,1,1,0,0
1,1108,4,18,5,6,9,2,0,1,1,1,0,6900,13.6,5.2,6.5,2,0.22,14,19,0,1,0,0,1,0,0,0,0,1,0,1,0
1,3037,1,2,31,9,8,2,1,1,1,1,1,2900,4.3,4.0,7.1,1,0.5,6,12,0,0,1,0,0,1,0,0,0,1,0,1,0
4,2145,7,15,19,8,10,3,0,0,1,4,3,1509,6.0,5.1,9.4,3,0.47,9,38,0,1,0,1,0,0,0,1,0,0,0,0,1
5,2867,0,30,26,8,8,3,0,1,1,5,3,2900,7.0,6.1,8.8,4,0.0,6,12,0,1,0,0,0,1,0,1,0,0,1,0,0
5,665,24,29,30,4,2,2,0,1,1,5,2,1040,14.1,3.8,3.8,2,0.83,0,39,0,0,1,1,0,0,1,0,0,0,0,0,1
4,2322,20,20,6,1,9,3,1,1,1,4,3,20667,3.8,5.2,7.0,2,1.0,11,27,0,0,1,0,0,1,0,0,1,0,0,0,1
2,2271,1,8,33,5,6,3,0,1,0,2,1,3800,5.2,5.1,7.3,5,0.12,6,14,0,1,0,0,0,1,1,0,0,0,0,1,0
2,3611,21,27,22,5,8,1,0,0,0,2,2,24252,4.5,8.8,4.7,4,0.78,19,23,0,1,0,0,1,0,0,0,0,1,0,0,1
5,682,4,28,21,3,1,2,1,0,0,5,2,1803,8.6,2.4,3.2,2,0.14,2,32,0,1,0,0,0,1,0,0,1,0,0,1,0
5,3516,10,25,14,7,9,2,0,1,0,5,2,1500,9.3,1.0,6.8,5,0.4,13,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,4483,6,17,30,3,5,1,0,0,0,1,1,20667,4.0,6.3,3.2,2,0.35,11,27,1,0,0,0,0,1,0,1,0,0,1,0,0
3,3735,7,27,2,1,4,1,0,0,0,3,1,4378,1.2,6.2,2.3,5,0.26,8,2,0,1,0,0,0,1,0,1,0,0,1,0,0
5,3612,21,25,31,6,1,1,1,1,1,5,3,9000,13.7,4.7,2.9,5,0.84,4,11,0,1,0,1,0,0,0,0,1,0,1,0,0
4,1308,14,15,7,10,7,1,0,1,1,4,2,430,9.2,4.7,5.9,3,0.93,0,40,0,1,0,1,0,0,0,0,0,1,0,1,0
5,4670,4,10,17,7,3,3,1,0,1,5,3,690,8.6,1.0,7.0,5,0.4,3,34,0,1,0,0,0,1,0,1,0,0,0,1,0
2,2878,2,9,25,1,2,3,1,0,1,2,2,900,8.4,4.2,4.9,2,0.22,8,28,0,0,1,1,0,0,0,0,1,0,0,0,1
2,971,11,12,24,4,4,1,1,1,1,2,1,2000,13.9,6.4,3.2,4,0.92,15,7,1,0,0,0,0,1,0,1,0,0,1,0,0
3,4504,1,12,20,9,2,2,0,0,0,3,2,1040,8.7,4.3,5.3,4,0.08,0,39,0,1,0,0,0,1,0,0,0,1,0,1,0
4,1316,21,28,7,8,8,1,0,1,0,4,3,2000,12.6,4.5,5.6,2,0.75,15,7,0,0,1,1,0,0,0,0,1,0,1,0,0
4,1097,19,30,23,9,8,3,0,0,0,4,2,2100,6.4,5.4,9.1,3,0.63,12,8,1,0,0,1,0,0,0,0,0,1,1,0,0
5,2498,15,23,14,7,9,1,1,1,0,5,2,1803,8.6,5.1,5.6,3,0.65,2,32,0,0,1,0,1,0,1,0,0,0,0,1,0
5,1907,24,28,11,10,9,1,1,0,0,5,2,4378,4.0,4.8,6.5,1,0.86,8,2,0,0,1,0,0,1,0,1,0,0,0,1,0
5,4815,0,8,14,7,7,2,0,1,0,5,3,690,11.1,2.8,6.2,5,0.0,3,34,1,0,0,1,0,0,0,1,0,0,0,1,0
2,2617,10,30,28,6,7,3,1,1,0,2,1,855,11.9,4.8,7.9,4,0.33,10,3,1,0,0,1,0,0,0,1,0,0,0,1,0
1,3709,5,23,12,4,6,3,0,1,0,1,0,690,9.0,3.1,7.0,4,0.22,3,34,0,0,1,0,1,0,0,1,0,0,1,0,0
2,2337,14,30,19,8,7,1,1,1,1,2,1,6900,7.1,5.2,5.3,3,0.47,14,19,0,1,0,0,0,1,0,1,0,0,0,1,0
2,4988,2,8,3,10,2,2,0,0,1,2,1,2200,3.6,6.0,5.6,4,0.25,13,25,0,0,1,0,0,1,0,0,1,0,0,0,1
3,1573,8,22,17,10,8,2,0,0,0,3,2,24252,2.1,6.5,7.4,2,0.36,19,23,1,0,0,1,0,0,0,0,1,0,1,0,0
4,2843,5,29,34,2,2,3,1,0,0,4,2,740,5.1,1.1,5.2,4,0.17,7,35,0,0,1,0,0,1,1,0,0,0,0,0,1
3,4782,0,1,27,1,7,3,1,1,0,3,1,5798,12.2,6.5,6.4,3,0.0,9,22,0,1,0,0,1,0,0,0,1,0,0,0,1
2,2809,22,27,20,5,6,2,1,0,0,2,1,2900,13.9,5.5,5.3,4,0.81,6,12,1,0,0,0,0,1,0,0,0,1,0,0,1
1,3138,15,26,5,4,2,3,1,1,0,1,0,11297,1.0,7.5,5.8,3,0.58,4,30,0,0,1,1,0,0,0,0,0,1,1,0,0
5,2121,23,26,23,8,9,2,1,1,0,5,3,1500,11.3,1.0,7.1,1,0.88,13,1,0,1,0,0,1,0,0,0,0,1,0,0,1
5,4003,1,19,28,2,3,1,1,1,1,5,2,11730,2.7,7.4,2.3,4,0.05,5,0,1,0,0,0,0,1,0,0,0,1,1,0,0
4,1592,16,25,22,8,1,1,0,0,1,4,2,1200,9.5,1.5,3.5,5,0.64,8,26,0,0,1,0,0,1,0,0,0,1,0,1,0
4,2162,6,23,25,5,1,1,0,0,1,4,2,2900,5.7,7.5,2.6,4,0.26,6,12,0,0,1,1,0,0,1,0,0,0,1,0,0
4,4939,15,20,23,8,7,2,1,1,0,4,2,3000,7.4,5.8,6.5,1,0.75,10,18,1,0,0,0,0,1,1,0,0,0,1,0,0
2,2982,7,19,8,1,6,2,0,0,0,2,2,11297,1.6,5.3,4.1,2,0.37,4,30,0,1,0,1,0,0,1,0,0,0,1,0,0
4,3709,22,23,18,1,3,3,0,1,1,4,2,18480,1.4,8.4,5.2,5,0.96,16,17,1,0,0,0,1,0,0,1,0,0,0,0,1
1,4156,1,2,14,10,9,1,1,0,0,1,0,1509,14.8,1.9,6.5,3,0.5,9,38,0,0,1,0,1,0,0,0,1,0,0,0,1
2,824,13,17,32,2,7,2,1,1,1,2,2,594,13.4,1.6,4.7,3,0.76,18,9,0,1,0,1,0,0,0,0,1,0,1,0,0
2,2019,15,26,34,6,7,1,0,0,1,2,2,1500,13.3,3.2,4.7,5,0.58,13,1,1,0,0,1,0,0,0,0,1,0,0,0,1
3,3723,5,16,9,4,4,1,1,0,0,3,1,1040,9.4,1.5,3.2,4,0.31,0,39,1,0,0,0,1,0,1,0,0,0,1,0,0
3,4353,14,29,27,7,2,3,1,1,0,3,2,18480,1.9,7.5,6.7,2,0.48,16,17,0,0,1,0,0,1,0,0,0,1,0,0,1
5,2378,5,11,28,6,6,1,1,1,0,5,2,26903,3.5,6.0,4.4,4,0.45,15,6,0,0,1,0,0,1,0,0,0,1,0,1,0
3,1569,2,16,27,6,5,1,1,1,0,3,1,480,9.3,1.8,4.1,3,0.12,2,13,1,0,0,0,1,0,0,0,1,0,0,0,1
4,2582,8,27,6,9,6,1,1,1,1,4,3,1500,10.3,1.5,5.3,2,0.3,13,1,1,0,0,0,0,1,0,1,0,0,1,0,0
4,3797,1,18,4,3,10,3,0,1,0,4,3,2900,4.5,6.0,7.9,2,0.06,6,12,0,1,0,1,0,0,0,1,0,0,0,0,1
4,2425,2,30,4,4,6,1,1,1,0,4,2,2200,13.7,5.1,3.8,4,0.07,13,25,0,1,0,0,0,1,0,1,0,0,1,0,0
5,3094,1,9,23,7,5,2,0,1,1,5,2,1540,6.8,2.4,5.6,2,0.11,1,15,0,0,1,0,0,1,0,0,0,1,1,0,0
5,1155,17,19,28,6,7,3,1,0,1,5,3,817,6.8,2.1,7.9,4,0.89,18,16,0,1,0,0,0,1,0,1,0,0,0,0,1
5,4720,11,16,19,9,4,3,0,0,0,5,2,817,9.3,1.7,7.9,1,0.69,18,16,0,0,1,0,1,0,0,0,1,0,0,1,0
4,1096,14,25,34,8,9,2,1,1,1,4,3,2100,5.8,4.9,7.1,3,0.56,12,8,0,0,1,1,0,0,0,0,0,1,0,0,1
1,781,8,23,16,1,6,3,1,1,0,1,0,2900,13.6,7.2,6.1,3,0.35,6,12,1,0,0,0,1,0,0,0,0,1,0,0,1
3,3984,18,30,14,7,5,2,1,0,1,3,1,6900,9.6,6.5,5.6,1,0.6,14,19,1,0,0,0,0,1,0,1,0,0,0,0,1
2,3963,6,30,35,2,6,3,0,0,0,2,2,2100,5.2,7.8,6.4,5,0.2,12,8,1,0,0,0,1,0,0,0,1,0,0,0,1
2,4856,3,18,9,8,3,2,0,0,1,2,1,850,3.5,1.7,5.3,2,0.17,16,41,0,0,1,0,0,1,0,1,0,0,1,0,0
3,2032,2,24,35,2,8,3,0,0,0,3,1,9000,9.6,2.1,7.0,1,0.08,4,11,1,0,0,0,0,1,1,0,0,0,0,0,1
5,4893,27,29,25,6,6,3,0,1,1,5,2,5798,6.3,5.4,7.6,1,0.93,9,22,0,0,1,0,1,0,0,0,0,1,0,0,1
5,1149,22,23,8,9,9,2,0,0,1,5,3,480,14.4,4.5,7.4,5,0.96,2,13,1,0,0,0,1,0,0,1,0,0,0,1,0
3,1295,15,26,3,3,4,3,0,1,0,3,2,855,9.5,2.1,6.1,2,0.58,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1324,7,24,7,1,6,2,0,0,1,1,1,1200,7.8,3.0,4.1,4,0.29,7,20,1,0,0,0,0,1,1,0,0,0,0,0,1
4,677,5,15,27,10,8,2,1,0,1,4,2,500,7.9,4.9,7.4,5,0.33,14,21,0,1,0,0,0,1,0,1,0,0,0,0,1
3,2000,25,28,5,1,10,2,1,1,1,3,1,817,9.7,3.4,5.3,1,0.89,18,16,0,1,0,0,1,0,1,0,0,0,0,0,1
3,1599,14,18,6,9,9,1,1,0,0,3,1,817,8.2,3.8,6.2,3,0.78,18,16,1,0,0,1,0,0,1,0,0,0,1,0,0
4,2108,18,29,6,1,3,1,0,0,1,4,2,740,4.2,1.0,2.0,1,0.62,7,35,0,0,1,0,0,1,0,0,0,1,1,0,0
2,4982,15,25,7,5,4,2,0,0,0,2,2,1500,7.3,4.2,4.7,5,0.6,13,1,0,1,0,0,0,1,0,0,1,0,1,0,0
3,1132,28,28,8,10,3,1,0,1,0,3,1,1200,4.5,2.5,4.7,3,1.0,8,26,1,0,0,1,0,0,1,0,0,0,0,1,0
1,2002,13,16,16,1,7,1,0,1,0,1,0,1500,6.1,4.4,3.2,2,0.81,13,1,0,1,0,0,1,0,0,0,1,0,0,0,1
3,2003,9,23,26,2,8,2,1,1,0,3,2,900,10.1,2.5,5.0,5,0.39,8,28,0,1,0,0,0,1,0,0,1,0,1,0,0
5,3713,14,21,12,2,6,1,1,1,1,5,3,5798,3.5,7.5,3.2,5,0.67,9,22,0,1,0,0,0,1,0,1,0,0,1,0,0
1,638,16,26,19,1,8,2,0,1,1,1,0,2100,8.0,4.9,4.7,3,0.62,12,8,0,1,0,0,1,0,0,1,0,0,0,1,0
4,4407,1,19,16,2,2,2,1,1,1,4,2,1600,7.8,4.0,3.2,3,0.05,12,4,0,1,0,0,0,1,0,1,0,0,0,0,1
4,522,17,22,22,4,3,2,0,1,0,4,3,24252,2.6,4.8,4.1,4,0.77,19,23,1,0,0,0,0,1,0,0,1,0,0,1,0
2,4843,19,21,34,10,8,3,1,1,0,2,1,24252,2.7,5.7,9.4,4,0.9,19,23,1,0,0,1,0,0,0,1,0,0,1,0,0
1,820,9,14,23,6,1,1,1,0,0,1,1,740,12.5,3.5,2.9,3,0.64,7,35,0,0,1,0,1,0,0,0,0,1,1,0,0
4,4610,17,22,23,4,5,2,0,1,1,4,3,1200,11.5,1.0,4.7,5,0.77,7,20,0,1,0,0,0,1,0,0,1,0,0,0,1
4,3088,4,11,31,9,7,1,1,1,0,4,3,500,5.4,4.9,5.6,3,0.36,14,21,0,1,0,1,0,0,0,0,1,0,0,0,1
2,4618,8,23,35,3,9,1,1,1,1,2,2,24252,2.8,4.8,4.4,4,0.35,19,23,0,0,1,0,1,0,0,1,0,0,0,0,1
1,2450,17,26,8,5,10,3,1,1,1,1,1,690,3.8,2.3,8.5,1,0.65,3,34,0,0,1,0,1,0,1,0,0,0,1,0,0
3,3840,26,27,4,1,9,3,1,1,1,3,1,380,13.2,2.1,7.0,1,0.96,1,36,1,0,0,1,0,0,0,1,0,0,0,0,1
1,3133,6,29,3,10,8,3,0,1,1,1,1,2900,4.1,3.6,9.4,2,0.21,6,12,1,0,0,0,1,0,1,0,0,0,0,1,0
5,831,8,24,10,1,1,2,1,1,0,5,3,5798,6.8,3.2,2.6,3,0.33,9,22,0,1,0,1,0,0,1,0,0,0,0,1,0
5,3957,12,25,25,6,1,2,1,1,1,5,2,817,4.7,1.9,4.1,1,0.48,18,16,0,0,1,1,0,0,0,0,0,1,1,0,0
4,4140,1,25,6,8,8,1,0,1,0,4,3,855,12.0,1.9,5.6,4,0.04,10,3,1,0,0,0,1,0,0,0,0,1,0,0,1
1,2865,12,15,16,4,8,1,1,1,0,1,1,500,5.6,3.3,4.4,5,0.8,14,21,0,0,1,0,1,0,0,0,1,0,0,1,0
1,4274,7,19,8,10,8,2,0,1,1,1,0,3000,10.4,3.0,7.4,2,0.37,10,18,0,0,1,0,0,1,0,0,1,0,0,1,0
1,4647,17,28,11,3,7,3,0,0,1,1,0,18480,2.0,8.4,7.0,4,0.61,16,17,0,1,0,0,0,1,0,1,0,0,0,0,1
4,4195,10,30,28,9,7,1,0,1,0,4,2,1803,4.2,3.5,5.6,1,0.33,2,32,1,0,0,0,1,0,0,0,1,0,1,0,0
3,1234,8,9,21,9,5,3,1,1,1,3,2,3000,6.1,3.4,8.2,5,0.89,10,18,1,0,0,0,0,1,0,0,0,1,0,0,1
5,684,8,29,20,2,6,3,0,0,1,5,2,2000,12.1,3.9,6.4,3,0.28,15,7,0,1,0,0,1,0,0,1,0,0,0,1,0
2,2728,20,30,4,9,10,1,1,0,1,2,1,11730,0.9,6.9,6.5,4,0.67,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,1300,14,15,31,8,8,3,0,1,1,1,1,1500,11.5,2.3,8.8,3,0.93,13,1,0,0,1,0,0,1,1,0,0,0,1,0,0
5,1692,5,19,3,7,4,3,0,0,1,5,2,6900,6.0,6.4,7.3,1,0.26,14,19,0,1,0,0,0,1,0,0,1,0,0,1,0
5,3730,3,13,9,2,5,3,0,1,0,5,2,1100,7.4,5.0,6.1,5,0.23,19,10,0,1,0,1,0,0,0,0,0,1,1,0,0
1,3959,10,22,32,1,10,1,0,1,0,1,1,3800,13.1,5.0,4.1,5,0.45,6,14,1,0,0,0,0,1,1,0,0,0,1,0,0
1,873,3,11,10,10,1,1,1,1,1,1,0,480,6.7,3.6,4.1,5,0.27,2,13,0,1,0,1,0,0,0,1,0,0,1,0,0
5,1263,9,13,11,10,10,3,1,1,1,5,3,740,13.7,3.2,10.0,5,0.69,7,35,1,0,0,0,1,0,1,0,0,0,0,0,1
1,909,9,19,6,2,3,1,0,1,0,1,0,420,11.6,1.0,2.3,5,0.47,3,5,1,0,0,0,1,0,0,0,1,0,1,0,0
1,4514,9,15,6,10,10,1,0,0,0,1,1,5800,2.2,3.7,6.8,5,0.6,11,33,0,0,1,1,0,0,0,0,1,0,0,1,0
3,2748,4,22,35,7,6,2,0,1,1,3,2,2100,11.4,4.0,5.9,3,0.18,12,8,0,0,1,0,0,1,0,0,0,1,0,1,0
3,3110,11,14,10,7,1,3,0,0,0,3,1,2200,4.6,7.5,6.4,3,0.79,13,25,0,0,1,0,1,0,1,0,0,0,0,1,0
4,1015,3,25,5,4,5,2,1,0,1,4,3,11297,3.1,5.8,4.7,2,0.12,4,30,0,0,1,0,1,0,1,0,0,0,1,0,0
4,4333,3,5,11,4,6,3,1,0,0,4,3,5800,3.7,5.6,7.0,3,0.6,11,33,1,0,0,0,1,0,0,0,0,1,0,1,0
3,3807,3,29,30,10,4,1,1,1,0,3,1,500,9.4,3.5,5.0,4,0.1,14,21,0,0,1,0,1,0,0,0,0,1,1,0,0
2,2260,16,23,13,7,8,2,1,1,1,2,1,6900,11.5,6.2,6.5,5,0.7,14,19,0,1,0,0,1,0,0,0,1,0,1,0,0
5,971,3,26,11,1,5,1,1,0,0,5,3,26903,3.1,7.2,2.6,1,0.12,15,6,1,0,0,1,0,0,0,0,1,0,0,0,1
2,1139,7,21,32,9,4,3,0,1,1,2,1,380,5.7,1.0,7.9,2,0.33,1,36,1,0,0,0,0,1,1,0,0,0,0,1,0
2,1519,18,26,23,5,9,1,0,0,1,2,1,1509,10.2,4.0,5.0,2,0.69,9,38,0,1,0,1,0,0,0,0,1,0,1,0,0
2,4360,12,25,27,1,9,2,1,0,1,2,2,3500,14.3,5.2,5.0,2,0.48,17,31,0,0,1,0,0,1,1,0,0,0,0,1,0
3,4405,27,28,8,2,5,2,1,0,1,3,2,1815,5.7,1.0,4.1,3,0.96,17,24,0,0,1,0,1,0,0,0,0,1,0,1,0
4,3265,7,15,4,3,5,3,1,0,1,4,2,11297,1.2,8.1,6.4,1,0.47,4,30,1,0,0,0,0,1,0,0,1,0,0,0,1
2,713,8,12,34,3,4,2,1,1,1,2,2,690,5.1,2.6,4.1,5,0.67,3,34,0,1,0,1,0,0,0,1,0,0,1,0,0
5,3364,27,30,8,10,4,2,0,1,1,5,3,900,8.8,2.9,6.2,3,0.9,8,28,0,0,1,0,1,0,1,0,0,0,1,0,0
1,3009,3,22,28,4,7,1,0,1,0,1,0,850,4.8,3.7,4.1,5,0.14,16,41,1,0,0,0,0,1,1,0,0,0,0,1,0
2,3910,1,5,15,7,5,2,0,0,1,2,2,855,8.1,3.6,5.6,2,0.2,10,3,0,1,0,1,0,0,0,0,0,1,0,0,1
3,3766,3,12,11,7,2,2,0,1,1,3,2,1040,10.7,1.0,4.7,3,0.25,0,39,1,0,0,0,1,0,1,0,0,0,1,0,0
2,627,14,17,34,10,10,3,0,0,1,2,2,2900,8.3,5.7,10.0,4,0.82,6,12,1,0,0,0,1,0,0,1,0,0,0,1,0
4,3500,8,23,10,5,5,2,1,0,1,4,3,1600,10.7,3.6,5.0,1,0.35,12,4,0,0,1,0,1,0,0,1,0,0,0,1,0
4,3166,10,13,32,9,6,3,1,0,1,4,3,5800,1.7,5.4,8.5,1,0.77,11,33,0,0,1,0,1,0,0,0,1,0,0,1,0
3,3587,0,3,33,1,6,3,0,1,1,3,2,1200,11.6,3.7,6.1,2,0.0,8,26,0,0,1,0,0,1,0,0,1,0,0,0,1
1,4735,14,28,22,7,6,2,1,0,0,1,1,1815,13.1,1.0,5.9,5,0.5,17,24,1,0,0,1,0,0,0,0,0,1,0,1,0
3,2965,13,21,32,6,9,2,1,0,1,3,2,2100,12.5,5.3,6.5,4,0.62,12,8,1,0,0,0,0,1,0,0,0,1,0,0,1
5,2366,20,26,2,2,10,1,0,1,0,5,3,855,11.9,4.3,4.4,2,0.77,10,3,1,0,0,0,1,0,0,0,0,1,0,0,1
3,1521,8,20,27,2,4,3,1,1,1,3,1,430,5.9,3.2,5.8,5,0.4,0,40,0,0,1,0,1,0,0,0,0,1,0,1,0
2,2331,28,29,12,6,8,3,0,1,0,2,1,9000,7.3,4.3,8.2,3,0.97,4,11,0,0,1,0,0,1,0,0,1,0,0,1,0
2,3442,0,26,35,7,3,2,1,1,0,2,1,1600,13.2,2.9,5.0,2,0.0,12,4,1,0,0,1,0,0,0,0,1,0,1,0,0
3,2984,12,18,18,2,2,3,0,0,1,3,2,1600,13.3,3.4,5.2,2,0.67,12,4,1,0,0,1,0,0,1,0,0,0,0,0,1
1,2549,9,20,33,8,4,2,1,0,1,1,1,480,14.0,4.1,5.6,1,0.45,2,13,1,0,0,1,0,0,0,0,1,0,0,1,0
1,1852,8,12,24,4,4,2,1,1,1,1,1,3800,12.6,7.8,4.4,3,0.67,6,14,1,0,0,0,0,1,0,0,0,1,1,0,0
1,4942,20,30,4,2,3,2,0,0,0,1,0,4378,3.9,6.7,3.5,2,0.67,8,2,0,0,1,0,0,1,1,0,0,0,1,0,0
1,3237,6,10,18,8,8,2,1,0,0,1,0,850,8.8,2.3,6.8,5,0.6,16,41,1,0,0,0,1,0,0,0,1,0,0,0,1
3,1962,9,18,2,2,1,3,0,0,0,3,2,594,10.5,4.6,4.9,1,0.5,18,9,0,0,1,1,0,0,0,0,1,0,0,1,0
5,1171,2,16,14,9,5,3,0,1,1,5,3,3500,11.0,4.4,8.2,1,0.12,17,31,0,1,0,1,0,0,0,0,0,1,0,0,1
5,995,15,28,23,9,1,3,0,0,1,5,2,2200,8.9,6.6,7.0,2,0.54,13,25,1,0,0,1,0,0,0,0,0,1,0,1,0
